Estimation_Time,Weekday,Com_A,Com_B,Com_C,Com_D,Time_Period,Busy,Roadwork_A,Roadwork_B,Roadwork_C,Roadwork_D,Congestion_level,Sequence,Sequence_prev
2019-09-05 19:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.12,E,CBAD
2019-09-05 19:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.44,E,E
2019-09-05 20:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.38,E,E
2019-09-05 20:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.17,E,E
2019-09-05 21:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.33,E,E
2019-09-05 21:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.35,E,E
2019-09-05 22:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.08,E,E
2019-09-05 22:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.27,E,E
2019-09-05 23:00:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.14,E,E
2019-09-05 23:30:00,Thursday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.34,E,E
2019-09-06 00:00:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.22,E,E
2019-09-06 00:30:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.38,E,E
2019-09-06 01:00:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.02,E,E
2019-09-06 01:30:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,1,0,0,0,0.27,DCBA,E
2019-09-06 02:00:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.48,E,DCBA
2019-09-06 02:30:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.23,E,E
2019-09-06 03:00:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.32,E,E
2019-09-06 03:30:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.28,E,E
2019-09-06 04:00:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.26,E,E
2019-09-06 04:30:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,1,0,0,0.19,ADCB,E
2019-09-06 05:00:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.14,E,ADCB
2019-09-06 05:30:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.33,E,E
2019-09-06 06:00:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.09,E,E
2019-09-06 06:30:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.38,E,E
2019-09-06 07:00:00,Friday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.05,DCBA,E
2019-09-06 07:30:00,Friday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.02,CBAD,DCBA
2019-09-06 08:00:00,Friday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.84,BADC,CBAD
2019-09-06 08:30:00,Friday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.91,ADCB,BADC
2019-09-06 09:00:00,Friday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.07,DCBA,ADCB
2019-09-06 09:30:00,Friday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.11,CBAD,DCBA
2019-09-06 10:00:00,Friday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.14,E,CBAD
2019-09-06 10:30:00,Friday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.18,E,E
2019-09-06 11:00:00,Friday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.44,E,E
2019-09-06 11:30:00,Friday,1500.0,2250.0,2750.0,3250.0,2,False,1,0,0,0,0.24,DCBA,E
2019-09-06 12:00:00,Friday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.01,E,DCBA
2019-09-06 12:30:00,Friday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.09,E,E
2019-09-06 13:00:00,Friday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,1,0.36,CBAD,E
2019-09-06 13:30:00,Friday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.09,E,CBAD
2019-09-06 14:00:00,Friday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.24,E,E
2019-09-06 14:30:00,Friday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.32,E,E
2019-09-06 15:00:00,Friday,1500.0,2250.0,2750.0,3250.0,2,False,0,1,0,0,0.23,ADCB,E
2019-09-06 15:30:00,Friday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.12,E,ADCB
2019-09-06 16:00:00,Friday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.84,DCBA,E
2019-09-06 16:30:00,Friday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.5,CBAD,DCBA
2019-09-06 17:00:00,Friday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.41,BADC,CBAD
2019-09-06 17:30:00,Friday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.6,ADCB,BADC
2019-09-06 18:00:00,Friday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.64,DCBA,ADCB
2019-09-06 18:30:00,Friday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.19,CBAD,DCBA
2019-09-06 19:00:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.19,E,CBAD
2019-09-06 19:30:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.06,E,E
2019-09-06 20:00:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.16,E,E
2019-09-06 20:30:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.23,E,E
2019-09-06 21:00:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.1,E,E
2019-09-06 21:30:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.34,E,E
2019-09-06 22:00:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.08,E,E
2019-09-06 22:30:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.41,E,E
2019-09-06 23:00:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.39,E,E
2019-09-06 23:30:00,Friday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.19,E,E
2019-09-07 00:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.11,E,E
2019-09-07 00:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.18,E,E
2019-09-07 01:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.42,E,E
2019-09-07 01:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.06,E,E
2019-09-07 02:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.2,E,E
2019-09-07 02:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,1,0,0.07,BADC,E
2019-09-07 03:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.14,E,BADC
2019-09-07 03:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,1,0,0,0,0.32,DCBA,E
2019-09-07 04:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.26,E,DCBA
2019-09-07 04:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,1,0,0,0,0.19,DCBA,E
2019-09-07 05:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.08,E,DCBA
2019-09-07 05:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.23,E,E
2019-09-07 06:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.26,E,E
2019-09-07 06:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.14,E,E
2019-09-07 07:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.0,E,E
2019-09-07 07:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.21,E,E
2019-09-07 08:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.34,E,E
2019-09-07 08:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.19,E,E
2019-09-07 09:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.32,E,E
2019-09-07 09:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.31,E,E
2019-09-07 10:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.45,E,E
2019-09-07 10:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,1,0,0.04,BADC,E
2019-09-07 11:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.24,E,BADC
2019-09-07 11:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.28,E,E
2019-09-07 12:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,1,0,0,0,0.31,DCBA,E
2019-09-07 12:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.15,E,DCBA
2019-09-07 13:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.02,E,E
2019-09-07 13:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.23,E,E
2019-09-07 14:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.28,E,E
2019-09-07 14:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.36,E,E
2019-09-07 15:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.34,E,E
2019-09-07 15:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.47,E,E
2019-09-07 16:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.05,E,E
2019-09-07 16:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,1,0.26,CBAD,E
2019-09-07 17:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.49,E,CBAD
2019-09-07 17:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,1,0,0,0,0.28,DCBA,E
2019-09-07 18:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,1,0,0.38,BADC,DCBA
2019-09-07 18:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.37,E,BADC
2019-09-07 19:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.05,E,E
2019-09-07 19:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.35,E,E
2019-09-07 20:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.44,E,E
2019-09-07 20:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.33,E,E
2019-09-07 21:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.15,E,E
2019-09-07 21:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.39,E,E
2019-09-07 22:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,1,0.31,CBAD,E
2019-09-07 22:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,1,0.35,CBAD,CBAD
2019-09-07 23:00:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.31,E,CBAD
2019-09-07 23:30:00,Saturday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.14,E,E
2019-09-08 00:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.4,E,E
2019-09-08 00:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.17,E,E
2019-09-08 01:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,1,0,0,0.27,ADCB,E
2019-09-08 01:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.3,E,ADCB
2019-09-08 02:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.35,E,E
2019-09-08 02:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.02,E,E
2019-09-08 03:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.28,E,E
2019-09-08 03:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.02,E,E
2019-09-08 04:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.31,E,E
2019-09-08 04:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.44,E,E
2019-09-08 05:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.27,E,E
2019-09-08 05:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.17,E,E
2019-09-08 06:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.16,E,E
2019-09-08 06:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.06,E,E
2019-09-08 07:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,1,0,0.31,BADC,E
2019-09-08 07:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.26,E,BADC
2019-09-08 08:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.2,E,E
2019-09-08 08:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.24,E,E
2019-09-08 09:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.38,E,E
2019-09-08 09:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.18,E,E
2019-09-08 10:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.15,E,E
2019-09-08 10:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.24,E,E
2019-09-08 11:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,1,0,0,0,0.32,DCBA,E
2019-09-08 11:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.42,E,DCBA
2019-09-08 12:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.1,E,E
2019-09-08 12:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.41,E,E
2019-09-08 13:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,1,0.07,CBAD,E
2019-09-08 13:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.01,E,CBAD
2019-09-08 14:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,1,0,0,0.12,ADCB,E
2019-09-08 14:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.03,E,ADCB
2019-09-08 15:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,1,0,0,0,0.09,DCBA,E
2019-09-08 15:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.33,E,DCBA
2019-09-08 16:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,1,0,0.29,BADC,E
2019-09-08 16:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.1,E,BADC
2019-09-08 17:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.4,E,E
2019-09-08 17:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.21,E,E
2019-09-08 18:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,1,0,0.41,BADC,E
2019-09-08 18:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.4,E,BADC
2019-09-08 19:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.28,E,E
2019-09-08 19:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,1,0,0,0.14,ADCB,E
2019-09-08 20:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.01,E,ADCB
2019-09-08 20:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.05,E,E
2019-09-08 21:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.06,E,E
2019-09-08 21:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.41,E,E
2019-09-08 22:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.32,E,E
2019-09-08 22:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.02,E,E
2019-09-08 23:00:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.42,E,E
2019-09-08 23:30:00,Sunday,900.0,1350.0,1650.0,1950.0,4,False,0,0,0,0,0.01,E,E
2019-09-09 00:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.46,E,E
2019-09-09 00:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.1,E,E
2019-09-09 01:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.08,E,E
2019-09-09 01:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.4,E,E
2019-09-09 02:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.25,E,E
2019-09-09 02:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.19,E,E
2019-09-09 03:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.48,E,E
2019-09-09 03:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.03,E,E
2019-09-09 04:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.17,E,E
2019-09-09 04:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.42,E,E
2019-09-09 05:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.34,E,E
2019-09-09 05:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,1,0.02,CBAD,E
2019-09-09 06:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,1,0,0,0,0.5,DCBA,CBAD
2019-09-09 06:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,1,0,0.01,BADC,DCBA
2019-09-09 07:00:00,Monday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.84,DCBA,BADC
2019-09-09 07:30:00,Monday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.42,CBAD,DCBA
2019-09-09 08:00:00,Monday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.15,BADC,CBAD
2019-09-09 08:30:00,Monday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.89,ADCB,BADC
2019-09-09 09:00:00,Monday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.72,DCBA,ADCB
2019-09-09 09:30:00,Monday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.85,CBAD,DCBA
2019-09-09 10:00:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.21,E,CBAD
2019-09-09 10:30:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.16,E,E
2019-09-09 11:00:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.15,E,E
2019-09-09 11:30:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,1,0,0,0.38,ADCB,E
2019-09-09 12:00:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.19,E,ADCB
2019-09-09 12:30:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.27,E,E
2019-09-09 13:00:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.32,E,E
2019-09-09 13:30:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.35,E,E
2019-09-09 14:00:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.42,E,E
2019-09-09 14:30:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.15,E,E
2019-09-09 15:00:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.45,E,E
2019-09-09 15:30:00,Monday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.28,E,E
2019-09-09 16:00:00,Monday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.52,DCBA,E
2019-09-09 16:30:00,Monday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.02,CBAD,DCBA
2019-09-09 17:00:00,Monday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.85,BADC,CBAD
2019-09-09 17:30:00,Monday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.65,ADCB,BADC
2019-09-09 18:00:00,Monday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.83,DCBA,ADCB
2019-09-09 18:30:00,Monday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.65,CBAD,DCBA
2019-09-09 19:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,1,0,0,0.08,ADCB,CBAD
2019-09-09 19:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.04,E,ADCB
2019-09-09 20:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,1,0,0,0.14,ADCB,E
2019-09-09 20:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.4,E,ADCB
2019-09-09 21:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.32,E,E
2019-09-09 21:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.4,E,E
2019-09-09 22:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.13,E,E
2019-09-09 22:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.29,E,E
2019-09-09 23:00:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,1,0,0,0.06,ADCB,E
2019-09-09 23:30:00,Monday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,1,0,0.5,BADC,ADCB
2019-09-10 00:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.39,E,BADC
2019-09-10 00:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.14,E,E
2019-09-10 01:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.03,E,E
2019-09-10 01:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.49,E,E
2019-09-10 02:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.18,E,E
2019-09-10 02:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.07,E,E
2019-09-10 03:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.09,E,E
2019-09-10 03:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.33,E,E
2019-09-10 04:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.23,E,E
2019-09-10 04:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.42,E,E
2019-09-10 05:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,1,0,0,0.43,ADCB,E
2019-09-10 05:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.27,E,ADCB
2019-09-10 06:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.47,E,E
2019-09-10 06:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,4,False,0,0,0,0,0.38,E,E
2019-09-10 07:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.57,DCBA,E
2019-09-10 07:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.61,CBAD,DCBA
2019-09-10 08:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.51,BADC,CBAD
2019-09-10 08:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,1.0,E,BADC
2019-09-10 09:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.41,DCBA,E
2019-09-10 09:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,1,True,0,0,0,0,0.49,CBAD,DCBA
2019-09-10 10:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,1,0,0,0,0.41,DCBA,CBAD
2019-09-10 10:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.13,E,DCBA
2019-09-10 11:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.18,E,E
2019-09-10 11:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.14,E,E
2019-09-10 12:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.27,E,E
2019-09-10 12:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.06,E,E
2019-09-10 13:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,1,0,0,0.09,ADCB,E
2019-09-10 13:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.17,E,ADCB
2019-09-10 14:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,1,0,0,0,0.32,DCBA,E
2019-09-10 14:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.17,E,DCBA
2019-09-10 15:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.45,E,E
2019-09-10 15:30:00,Tuesday,1500.0,2250.0,2750.0,3250.0,2,False,0,0,0,0,0.4,E,E
2019-09-10 16:00:00,Tuesday,1500.0,2250.0,2750.0,3250.0,3,True,0,0,0,0,0.07,DCBA,E
